(1,1)
(1,1)
(2,1)
(3,1)
(4,2)
(4,2)
(5,3)
(5,3)
(6,3)
(7,2)
(7,2)
(8,2)
(9,2)
(10,2)
(11,2)
(12,2)
(13,3)
(13,3)
(14,4)
(14,5)
(14,5)
(15,4)
(15,3)
(15,2)
(15,2)
(16,2)
(17,2)
(18,3)
(18,3)
(19,3)
(20,2)
(19,2)
(18,2)
(17,2)
(16,2)
(15,2)
(15,3)
(15,4)
(15,5)
(15,6)
(14,6)
(13,6)
(13,7)
(13,8)
(12,8)
(11,8)
